ID,Date,Element,Data_Value
BR037041370,2005-07-23,TMAX,346
BR000352000,2008-08-16,TMAX,362
BR000082861,2008-05-01,TMAX,327
BRM00082193,2014-02-27,TMIN,229
BR057324290,2014-02-18,TMIN,217
BR037041370,2005-07-23,TMIN,212
BR057324290,2014-01-26,TMIN,178
BR038837530,2011-11-21,TMIN,218
BR038837530,2012-03-10,TMIN,220
BLM00085210,2005-04-14,TMIN,223
BLM00085210,2005-04-14,TMAX,357
BRM00083344,2013-09-12,TMIN,128
BRM00082193,2013-09-19,TMIN,235
BLM00085210,2008-05-10,TMAX,310
BR038837530,2015-03-10,TMIN,242
BLM00085210,2005-03-27,TMAX,340
BRM00082098,2013-12-28,TMIN,235
BLM00085210,2008-08-30,TMAX,270
BR038837530,2009-05-07,TMIN,220
